t,Low (O:C≤0.3),Medium (0.3–0.6),High (0.6–1.0),Very high (O:C>1.0)
2025-08-11 15:47:08,1664.2540711448498,205.10189402779378,19.34587591041657,5.034306958391008
2025-08-11 15:48:22,1780.7719637118034,229.87981244529317,32.02258232348288,5.224268691270517
2025-08-11 15:49:32,1684.5037207678047,207.21544555831755,17.573808502450838,5.338812823583606
2025-08-11 15:50:48,1617.2787348570257,205.12284593582956,17.827386854809767,4.777789124197126
2025-08-11 15:51:58,1578.6747486793092,195.9913592300946,18.25221915177019,3.073910298196845
2025-08-11 15:53:10,1655.5846927845498,192.08903242352096,23.345253991194166,3.5784258439133336
2025-08-11 15:54:26,1427.2662532842612,173.9643667485499,13.135234341765978,1.807572805706663
2025-08-11 15:55:38,1536.8424202100616,185.35087676439892,16.66540290974706,4.748990267796104
2025-08-11 15:56:52,1602.5597907969816,182.27888248120615,15.948365126098208,2.7262989485555593
2025-08-11 15:58:00,1574.3693681211982,185.75560564622543,15.029392041309027,1.9946975726775154
2025-08-11 15:59:16,1399.4693254137458,169.27505735952707,14.978234088391979,1.7706873573233768
2025-08-11 16:00:32,1410.2645012174291,161.69939423889795,13.616229549985523,3.0071538790328933
